X	Y	K
-13,58591787561810	15,49963053339230	1
-13,58394472554920	15,94123292456090	1
-13,58291003251410	15,64273046266510	1
-13,58217404968240	12,12496030371480	1
-13,58190563488080	15,61562285602170	1
-13,58105148995650	14,25087563574140	1
-13,57856523294260	13,36659768010910	1
-13,57740793636060	11,45423390157880	1
-13,57303700566950	14,19615824588170	1
-13,56134915549780	14,61303920316440	1
-13,55636433937550	12,81334348127220	1
-13,55431213343920	11,89225609604620	1
-13,55254852061010	15,10869778636650	1
-13,55047681959000	15,79128416922520	1
-13,54887376383560	15,05662038518740	1
-13,54626768365700	15,61269886997850	1
-13,54200154657390	14,85871950167260	1
-13,53854196521290	14,49681009286140	1
-13,53815870859480	14,68288386359160	1
-13,53643100323940	15,12776235071230	1
-13,53321976649030	14,89977263842510	1
-13,53311261198470	13,87529763462890	1
-13,53189613105900	14,91534281409940	1
-13,53014325319100	12,30415304055500	1
-13,52947135709390	15,76907924677390	1
-13,52799875722170	15,17930432951860	1
-13,52716860470270	15,15262749530520	1
-13,52524372490640	14,74322334603360	1
-13,52123030744540	11,77129240825960	1
-13,52105002107160	13,47589002452550	1
-13,52034801081650	14,74297150807060	1
-13,51770271758950	15,24709591405030	1
-13,51261967872390	10,34667265971030	1
-13,51083769763330	14,40875891388730	1
-13,50794337820020	12,14102239361860	1
-13,50333591911010	13,24419746621760	1
-13,50331047442340	13,66213446397820	1
-13,50141835523800	14,33101142631050	1
-13,50039692443390	13,59420363673770	1
-13,49498884888770	11,53635878634200	1
-13,49283297777860	14,53340625277000	1
-13,48901077480590	13,73863457129880	1
-13,48698569139700	12,61159592802890	1
-13,48455348542200	14,29622015985220	1
-13,48196288048320	13,71687820114210	1
-13,47988719974780	14,19037873935650	1
-13,47816398147710	12,33159609591750	1
-13,47764983523490	13,91444076352400	1
-13,47716964717280	14,10395252354850	1
-13,47619057441410	14,10134892530490	1
-13,47159487769510	13,09801747765010	1
-13,47048718882000	14,72970029442570	1
-13,46896453607240	12,74996338836560	1
-13,46644969647730	13,03404777761020	1
-13,46166754535660	14,72673529820610	1
-13,45508628145630	14,57359021168920	1
-13,45276253654150	14,87048795741050	1
-13,45212455445590	14,02764524316610	1
-13,45205841286420	13,80986493258570	1
-13,45124138980120	13,24492278230860	1
-13,44879494681500	13,12658791943460	1
-13,44637805560230	14,69558741636640	1
-13,44323151904260	14,50945968939070	1
-13,44223883311490	11,79464699050740	1
-13,44116225398430	12,40453209713390	1
-13,43935683626680	14,13581179659600	1
-13,43619216968490	14,40540353450260	1
-13,43501238363850	12,89778808392320	1
-13,43307253770430	14,31563371187140	1
-13,43044446581980	13,58877653321790	1
-13,43035659385160	13,09888975262190	1
-13,42999794116440	12,00028978998780	1
-13,42989988465090	14,48354450748290	1
-13,42922027469550	14,45892584155290	1
-13,42779595677250	13,37806013047310	1
-13,42752598439130	13,22607296707720	1
-13,42613961816600	14,34024691666410	1
-13,42606339982060	12,55887435500490	1
-13,42507397243390	13,33571396575550	1
-13,42435865836200	13,47570423388870	1
-13,42402814751040	14,67354497437140	1
-13,42232626387850	15,36795526714110	1
-13,42156641837860	12,07861939059900	1
-13,42094792849960	15,12740430075540	1
-13,41969251666060	12,84644221912050	1
-13,41698560485340	14,54042511132540	1
-13,41551541777990	14,32064581928420	1
-13,41536057507800	13,94359226300840	1
-13,41402658604380	13,82512350110260	1
-13,41247973126780	13,13474060611760	1
-13,41225595040940	13,97862508412640	1
-13,41120375894860	14,69493034209760	1
-13,40920596980540	15,28331685148480	1
-13,40716410269260	12,91296459242550	1
-13,40714222418280	16,19707200233750	1
-13,40663093812590	14,09040738903150	1
-13,40581910401150	13,27177008402400	1
-13,40504075139120	14,18581918905410	1
-13,40453331054540	13,63297098116360	1
-13,40210375928690	12,75903759356260	1
-13,39431597313380	11,91073424252690	1
-13,39214191372540	13,02618616666940	1
-13,39148779698530	14,24233362981490	1
-13,39144538204490	14,82286197237270	1
-13,39082579187200	12,86280587093960	1
-13,38926408883120	12,93910253256470	1
-13,38839005944520	13,24077449843430	1
-13,38549636103690	14,02019827247650	1
-13,38473003940810	14,05446001706080	1
-13,38373434157840	14,08520402919000	1
-13,38146493917900	14,80035735238370	1
-13,37826164842360	12,38586848717080	1
-13,37659207518600	14,02245432621500	1
-13,37495756136380	13,09703713383140	1
-13,36857883313030	13,75842802982710	1
-13,36730992178200	12,32613270426800	1
-13,36723876215860	14,03303592466080	1
-13,36493164387300	15,41821829475990	1
-13,35942070049410	13,48932876209220	1
-13,35830150093770	14,94358498256040	1
-13,35573782237960	14,19305665935250	1
-13,35512583292590	12,71120481663010	1
-13,35395314454830	13,24600684342340	1
-13,35295048432700	13,90346172875700	1
-13,35079245518110	14,73989035579450	1
-13,34716785787830	13,88794118879730	1
-13,34611832291630	14,32419156952320	1
-13,34533541847900	13,60109796671600	1
-13,34517680579440	15,01678250081330	1
-13,34201100219420	15,43260452080550	1
-13,34177736624720	15,12471214693820	1
-13,34153156044390	13,14923062974990	1
-13,34142264253870	14,96259196997440	1
-13,33839939074230	13,57252190301920	1
-13,33461761352470	13,88381625630900	1
-13,33291002165360	16,38364244080780	1
-13,33205861167900	15,11345881819670	1
-13,32841440466690	12,43712877131020	1
-13,32665294920900	13,38844163120390	1
-13,32311607462970	13,90030577765900	1
-13,31876144642710	15,73285850487960	1
-13,31828590096090	14,53357428660950	1
-13,31458345391420	14,80465326494110	1
-13,31432689136340	14,21183728255480	1
-13,31171037315280	12,86345896206360	1
-13,31065351939300	15,81875857552990	1
-13,30809566284280	13,81111274917090	1
-13,30705641819980	15,28483433590300	1
-13,30694635667700	14,60307912737360	1
-13,30679194807240	12,70846785893480	1
-13,30011887732980	12,09718381669200	1
-13,29982318346940	13,69632334744420	1
-13,29929321219290	12,94170762528830	1
-13,29552961387530	14,24704608637630	1
-13,29237594072000	16,22429630803520	1
-13,29071474338890	13,97041716872390	1
-13,29038839575310	16,07901891917100	1
-13,29037040084950	12,65130820913130	1
-13,28884216349370	14,96853036489060	1
-13,28260067269990	14,48475744991380	1
-13,28095800969840	12,83832832893080	1
-13,28060399595410	14,25003333731160	1
-13,27962681785290	13,36733267061680	1
-13,27857828311740	12,86363903021830	1
-13,27524727065770	14,72448629699540	1
-13,27311925735120	14,71772955472490	1
-13,27046259617600	13,11590878744450	1
-13,26741718594910	13,75058293078400	1
-13,26708441663550	13,51681911750260	1
-13,26665711776110	15,01087863638320	1
-13,26648498888360	11,63227359125700	1
-13,26335189573950	14,90273919288850	1
-13,26200361348420	12,93790181685120	1
-13,25873706977130	12,99569159140980	1
-13,25399964294400	14,60828681284530	1
-13,25316007041260	13,84472148983550	1
-13,25254761575830	14,41984844260070	1
-13,25180454305160	13,43230451216010	1
-13,25157916072880	15,17595772710100	1
-13,24986060299150	11,95531416381470	1
-13,24460721270990	14,45709189062520	1
-13,24335814266770	15,60834122480320	1
-13,24329313659300	13,02750579414330	1
-13,24179879978610	13,08995308097040	1
-13,24113948373120	14,55125131817670	1
-13,24021893864510	13,22352775375910	1
-13,23936672739570	15,60588677841290	1
-13,23699027619120	12,24333941206970	1
-13,23348402321970	12,28144773145140	1
-13,23325460825870	13,57706468331280	1
-13,23302956885040	12,91962540447130	1
-13,23070128164410	14,13515533228480	1
-13,22756859587090	14,00266140658670	1
-13,22569369409550	14,31354804861550	1
-13,22364725486530	13,67704669594990	1
-13,22287912552960	13,80475114215070	1
-13,22265424745650	13,43527106006370	1
-13,22105092314860	14,59286988513370	1
-13,21882605103450	13,42002705001760	1
-13,21560874420570	13,89677953487490	1
-13,21337949029800	13,93707942076590	1
-13,21260919281280	13,87424535783330	1
-13,21177609165500	12,72209609333180	1
-13,20731525721460	12,57988933836740	1
-13,20684034974810	13,81398015772810	1
-13,20634466676560	12,54206216546300	1
-13,20475105358110	13,54493487210930	1
-13,20382912666810	13,48588220728150	1
-13,20197307934430	15,04352142282850	1
-13,20026299342630	14,27762163201000	1
-13,19976752767290	13,90768022330080	1
-13,19870658743010	13,61512899102390	1
-13,19615996450250	15,39026476532140	1
-13,19583250241670	12,56076999527530	1
-13,19479927289400	13,21336437609380	1
-13,19230443291570	14,58725015104910	1
-13,19190895579440	13,30684081917050	1
-13,19083138679130	13,73289260717840	1
-13,18659097543200	13,26606514474890	1
-13,18356971688430	13,34855903766490	1
-13,18310357065990	14,17741491531790	1
-13,18308921714780	15,31834819805790	1
-13,18305385025280	13,61361882580680	1
-13,18270630153090	14,06675041520180	1
-13,18242142046930	14,34659204571900	1
-13,18147635169090	13,95503237586270	1
-13,18003437096950	13,68576415465930	1
-13,17834450074820	13,18291835981970	1
-13,17778951514320	12,51348572488700	1
-13,17631312221170	15,17493975442260	1
-13,17441581242080	12,40710487596350	1
-13,17203807344450	14,96935811600020	1
-13,16984513499740	13,48668134193640	1
-13,16762304026250	13,60098537635410	1
-13,16531796621150	15,17201564704590	1
-13,16302414159690	11,41864077163730	1
-13,16142035627700	14,55015333469310	1
-13,16108902517770	14,56828733084880	1
-13,15781555943960	13,46670493546510	1
-13,15622481656990	13,77545220652460	1
-13,15597178012010	13,67146989298890	1
-13,15559298174360	13,98696553324240	1
-13,15471526737540	13,25639455573940	1
-13,15364024891240	12,32794375307280	1
-13,14771125844270	13,36662694818400	1
-13,14720989868950	13,37054430461750	1
-13,14650975012180	12,15963727920040	1
-13,14532354108200	14,56305323229960	1
-13,14306432593460	14,20612636788740	1
-13,14216027068340	14,58715878726180	1
-13,14151297210400	14,45951390779150	1
-13,14126856883810	15,73833277851920	1
-13,14118989848310	13,08427320661070	1
-13,14110867931270	14,42760514868700	1
-13,14107913197290	13,67699440816250	1
-13,14036816694950	14,57032457357480	1
-13,13516249950360	13,71624190642070	1
-13,13201553835960	15,75743227274010	1
-13,13049918547530	15,52047828100540	1
-13,12978701361170	13,91212831987350	1
-13,12931232437630	13,48477247585850	1
-13,12814756343870	13,56592078045040	1
-13,12751213678810	13,56069666031020	1
-13,12721918542680	13,51161882879910	1
-13,12455930088390	14,67311991938600	1
-13,12407568089740	13,02510719771580	1
-13,12040598132620	13,34578646835460	1
-13,11978082052420	14,41406714279490	1
-13,11935494963470	14,18330680083470	1
-13,11583296701960	15,62981748901710	1
-13,11216818109660	15,88541132185830	1
-13,11095740006430	14,46314385978130	1
-13,11005600671130	13,73485584055850	1
-13,10877265129400	12,34925460460040	1
-13,10857907197630	13,47727381650790	1
-13,10834302729700	13,22137889274520	1
-13,10665605157740	13,38667374540600	1
-13,10549572183140	12,59161691979890	1
-13,10400201799800	14,24492125912020	1
-13,10345626689300	13,61068685188540	1
-13,10091909150440	14,12450364691040	1
-13,09988052975370	15,48413691540990	1
-13,09598047733940	15,24330227228010	1
-13,09248999784460	15,19524306918800	1
-13,09149805899780	13,57008618210030	1
-13,09032125682950	13,29192848760100	1
-13,08831074054880	14,13604505477650	1
-13,08716241046050	13,48394846456660	1
-13,08534489156770	13,37337408780620	1
-13,08474098222440	12,96723919155600	1
-13,08076801358200	14,45983442735460	1
-13,08025289893950	14,61032240493330	1
-13,07965965097550	15,17245990623790	1
-13,07936212739270	13,95177947388150	1
-13,07695319981430	14,38963189973590	1
-13,07572807898700	16,36055482546220	1
-13,07480753245980	12,82607086512350	1
-13,07391239296870	12,33660285795380	1
-13,07249657913390	13,48380837524490	1
-13,07111560780260	14,88689548312490	1
-13,07086660843610	13,57078411610850	1
-13,06964006726480	12,96680153117230	1
-13,06957530415430	14,87115565292160	1
-13,06772607063730	15,39605891388630	1
-13,06729943645690	13,71563244370760	1
-13,06522725176360	12,48150361091580	1
-13,06289019780870	16,14238266755720	1
-13,06207367227380	14,91358729535800	1
-13,06194968442310	14,16385832179860	1
-13,06174124285970	13,87521245730730	1
-13,05899109623170	13,72212151594620	1
-13,05826624056110	13,14952854957790	1
-13,05813543722550	16,48168415003510	1
-13,04863022312320	13,99520225997470	1
-13,04850565999050	15,20356691548390	1
-13,04843443564430	14,07415839307400	1
-13,04784679077600	14,04936962724440	1
-13,04603999716420	14,38460465174710	1
-13,04320326109070	15,79099634277900	1
-13,04193304498710	14,50923116536650	1
-13,03892223670410	15,41939111213260	1
-13,03884087506290	16,13133564843120	1
-13,03829945634800	15,58726591598450	1
-13,03782400231720	13,75641959846820	1
-13,03597245770940	13,99251024851090	1
-13,03526835062340	13,35134417390300	1
-13,03526590338490	13,43201539644380	1
-13,03512127695940	13,64228673222360	1
-13,03491093772560	13,00152762506110	1
-13,03330536843020	13,86478940205290	1
-13,03287905343670	14,58451497260000	1
-13,02772225979380	13,80023062539430	1
-13,02586288494090	14,76906198775460	1
-13,02441416841440	15,13530906021390	1
-13,02406175671460	16,29575159882930	1
-13,02197962322260	12,51650305390660	1
-13,02197016755250	14,63968065438710	1
-13,02143324093340	12,95892528759820	1
-13,02122312492280	13,90608867588380	1
-13,02075360047330	13,54478583474330	1
-13,02055459137780	14,44868350208770	1
-13,01920891798980	14,37935177643980	1
-13,01892650397410	14,47793818824350	1
-13,01842375809580	14,52045533160880	1
-13,01693324034640	14,48477952576000	1
-13,01665734302180	15,44811468981860	1
-13,01605563219960	15,24971902961570	1
-13,01336860369070	14,27255414406680	1
-13,01250995420680	15,06634423610340	1
-13,01163991247120	14,24306583326090	1
-13,01013001149550	14,88241395251690	1
-13,00957109937440	12,90433334321830	1
-13,00811602273940	15,18139621682040	1
-13,00805861152470	15,00798049254640	1
-13,00789473670280	14,33532861882440	1
-13,00775673762620	13,94414078472810	1
-13,00609865826010	13,90154099824320	1
-13,00600336710260	14,98401112715930	1
-13,00516710108240	13,05482800416270	1
-13,00509424468990	12,90665739155410	1
-13,00204268451940	14,51197834783670	1
-13,00115041688290	14,77134027674730	1
-13,00106182977520	13,50728667626540	1
-12,99958822735590	12,94176197954840	1
-12,99683366131520	16,85376874708290	1
-12,99629014110190	14,09643928910710	1
-12,99505543943130	14,05975299190500	1
-12,99277481525590	14,32985469276610	1
-12,99207185329550	13,92182429864240	1
-12,99194388651330	12,85411989274360	1
-12,99131887462450	13,82395321236730	1
-12,98669132103540	15,30065399760610	1
-12,98357894224850	14,34994219032470	1
-12,98152086483950	13,66854932779400	1
-12,98019459257350	13,38872360109500	1
-12,97904730400580	12,88102700993970	1
-12,97837287442950	13,58489130916870	1
-12,97703618770910	14,30094858539730	1
-12,97703390638700	13,34053965786490	1
-12,97654879626560	15,33729280334380	1
-12,97599354249960	13,92861646350180	1
-12,97463279503910	14,20699198877780	1
-12,97365385156090	13,73232914132190	1
-12,97358501621920	13,39195183802730	1
-12,97285704663190	13,36450201394800	1
-12,97181639415690	13,87953057829610	1
-12,97178124491400	12,67197431469110	1
-12,96908774391360	13,30055547264190	1
-12,96781415598020	13,98245690322240	1
-12,96740524397880	13,45669575965640	1
-12,96641931964090	14,28502937033730	1
-12,96628698524090	15,38253903244450	1
-12,96583002928200	13,73348891112320	1
-12,96509230274080	13,01657770373680	1
-12,96449503247260	13,93043741683280	1
-12,96400251116750	14,32670609914000	1
-12,96364717023660	12,77138707010330	1
-12,96272345508340	15,13038240028250	1
-12,95886420634770	12,49615921089760	1
-12,95808870101920	14,05779316256240	1
-12,95798960243860	14,21958109281500	1
-12,95798290362600	15,82082957472360	1
-12,95738011682180	14,31012878504640	1
-12,95643539926740	13,25630254224950	1
-12,95632283225460	14,14578854411570	1
-12,95522410336010	15,19403435076960	1
-12,95409345076610	14,36353180488170	1
-12,95323412672120	12,57721345748060	1
-12,95269206141240	13,20188049016380	1
-12,95139219618410	12,86881653767400	1
-12,95115917501850	14,06595626860300	1
-12,95089040694200	13,24915128964780	1
-12,94995859323290	12,73810077930860	1
-12,94950501756250	12,76132977495590	1
-12,94769995553090	12,85297038108080	1
-12,94646017293820	13,49594790528400	1
-12,94615819342940	12,72252170541410	1
-12,94570511315020	12,70828054423500	1
-12,94363087005100	13,26088141558070	1
-12,94278349952240	14,92073935651330	1
-12,94077135643470	13,21515438531990	1
-12,93855760687160	13,48849243840200	1
-12,93774141687710	13,64018130992120	1
-12,93765254511670	14,30263673082550	1
-12,93587393179890	15,29675124260960	1
-12,93568962903280	12,68693169132450	1
-12,93415267605030	14,37561027497840	1
-12,93411412555110	13,54504094525380	1
-12,93360885240600	14,00788709572550	1
-12,93348442019610	14,86783802047240	1
-12,93310940820450	13,92500156783290	1
-12,93191544534470	13,76328910809830	1
-12,93094463117420	13,78417115603890	1
-12,93089790915440	13,46188742590980	1
-12,92941377186180	13,91542196289250	1
-12,92716329120900	12,53227243042890	1
-12,92543414313840	15,58107859042570	1
-12,92487642757990	14,47519784518310	1
-12,92430270250690	14,22738576482930	1
-12,92414170526440	14,62440789188930	1
-12,92335575967680	14,95359019924640	1
-12,92325657239980	14,19790296453410	1
-12,92082024105050	13,58361790868670	1
-12,92005844159100	13,50177359003450	1
-12,91990386666870	12,69880273131620	1
-12,91981822334490	12,78671155296110	1
-12,91875053644680	13,51369276284060	1
-12,91833005949550	14,98105287524460	1
-12,91633866410310	12,93501380074040	1
-12,91615059189760	14,95078732665350	1
-12,91513561110380	13,80092544112110	1
-12,91305944305870	16,49783499862430	1
-12,91220396050820	12,37116313628000	1
-12,91186316705810	14,41898802311710	1
-12,91090423897740	15,04678148723130	1
-12,90901126972730	14,79300347369770	1
-12,90714358158920	14,61274010148170	1
-12,90680811819070	13,66006427933810	1
-12,90564169437590	11,58269567347910	1
-12,90559358149560	15,59579547362210	1
-12,90497049416030	12,88707686108740	1
-12,90446024870510	14,97913205304080	1
-12,90212029106400	15,25252660649060	1
-12,90116341266820	14,85863528031070	1
-12,90001686789500	13,51136317400260	1
-12,89993577577280	14,22239398615660	1
-12,89837404510780	12,61991853684280	1
-12,89758647094830	15,90411216158740	1
-12,89479057592370	13,88843574139530	1
-12,89409201850220	14,40751534247300	1
-12,89330460076530	12,34532706861270	1
-12,88911271894110	15,04148916580190	1
-12,88866030427960	13,67541199792260	1
-12,88843290855650	14,19088393112620	1
-12,88660223371020	12,71206343781740	1
-12,88256469500120	12,94178322590430	1
-12,88225140585400	14,46223375514760	1
-12,88042725272860	15,11629747356990	1
-12,88005050204060	12,47633343917410	1
-12,87797165187860	12,94097440480970	1
-12,87779607622980	16,39526094778290	1
-12,87707476720540	14,91135046575170	1
-12,87357181969960	15,96843778672510	1
-12,87172331905020	15,12793246402500	1
-12,87149097308280	14,65490090922640	1
-12,86898906098120	12,91646866939770	1
-12,86826345347860	14,57381192333480	1
-12,86774079712890	12,98390504727450	1
-12,86661821902990	13,46089042866460	1
-12,86573293748340	14,36385575147490	1
-12,86556430077630	12,83666487606250	1
-12,86524500826920	15,27363600968120	1
-12,86388392826510	14,50508878594390	1
-12,86255394500070	12,75148591671830	1
-12,86162399035280	13,65264368994170	1
-12,86134773942040	15,20667439444960	1
-12,86124436272810	14,91499367177400	1
-12,85909303302300	13,35876657704720	1
-12,85852208859040	12,99044549535480	1
-12,85619945296990	14,71176915581060	1
-12,85550257931350	13,23492966346010	1
