12	149	12	44	149	149	52
29	127	129	57	166	169	150
38	38	38	185	103	103	103
122	70	129	184	184	120	113
57	57	51	51	57	51	100
130	127	133	175	127	14	127
41	63	38	55	63	41	41
33	18	173	18	108	98	76
54	62	170	62	62	170	170
18	70	96	48	165	165	20
137	134	155	155	116	134	137
15	85	85	136	15	15	85
177	48	104	35	48	65	134
13	68	136	13	136	136	13
181	46	137	69	102	175	68
55	37	101	55	100	117	74
23	33	149	33	23	33	23
62	151	95	68	95	167	170
101	65	60	35	146	146	126
53	175	80	175	53	66	80
13	78	131	37	131	13	96
81	14	124	124	124	81	81
25	113	51	137	95	117	117
157	133	133	139	177	177	139
88	123	123	79	128	160	138
171	55	125	94	21	137	137
79	33	125	151	79	151	33
75	149	180	52	74	149	149
119	24	81	81	119	165	24
25	163	42	25	87	163	42
152	94	36	94	152	94	152
53	157	77	98	98	105	145
166	20	166	166	36	11	36
103	66	32	163	103	66	163
68	60	167	100	180	157	99
144	79	115	66	149	144	139
15	131	127	131	131	127	127
151	83	190	57	139	150	139
147	148	130	81	106	81	148
59	132	132	132	105	59	14
99	154	180	111	154	118	155
25	109	117	182	32	182	42
43	43	56	99	151	56	99
155	118	168	155	130	177	101
48	65	173	55	55	106	21
170	94	173	170	170	173	173
52	92	128	146	132	95	41
91	124	71	144	91	106	45
35	10	90	90	90	10	10
28	129	185	74	83	138	35
106	154	135	87	135	69	33
94	189	190	94	189	189	94
133	179	23	12	127	133	174
87	146	50	177	178	150	39
91	91	187	91	187	187	90
19	189	49	98	96	56	45
170	86	113	187	52	113	119
75	143	143	75	143	75	188
21	146	122	21	21	146	146
54	35	54	54	46	46	46
134	170	140	152	134	153	102
95	146	146	95	139	90	139
183	167	51	153	171	180	183
122	125	97	125	122	119	122
45	171	138	187	165	163	13
171	23	171	181	15	137	14
156	108	108	138	108	156	156
131	96	176	159	164	146	132
16	90	90	16	107	67	67
148	135	159	120	88	64	135
144	95	156	144	156	144	156
64	150	74	96	74	51	19
130	130	174	35	146	174	146
149	16	149	16	148	16	149
80	145	158	73	11	142	71
121	120	55	120	121	70	70
115	23	61	10	150	96	10
46	163	111	16	119	17	186
40	130	130	164	24	24	130
86	13	98	119	58	164	109
67	46	135	46	124	148	64
178	135	74	74	178	178	74
40	135	20	79	20	120	81
143	143	57	53	104	57	143
76	16	76	35	16	16	76
171	112	113	167	135	67	135
138	89	40	52	89	118	41
122	144	36	144	144	36	36
142	169	169	131	169	142	142
86	94	94	86	94	158	86
138	162	162	46	138	74	138
33	33	22	132	132	101	33
172	158	184	62	178	40	46
52	124	115	124	115	38	52
85	46	10	187	118	118	21
140	140	120	140	111	120	120
53	61	53	119	61	58	119
158	38	26	67	15	177	38
87	128	87	138	128	138	144
33	89	89	135	135	135	89
137	182	21	139	10	20	146
101	69	69	111	111	67	67
26	153	81	153	26	98	98
11	85	11	180	85	11	85
134	18	18	148	134	18	134
58	150	123	167	167	49	39
103	177	41	21	33	67	188
169	120	169	120	169	146	77
31	79	94	94	31	94	31
92	30	72	121	72	30	92
137	137	75	75	75	113	137
133	47	47	66	66	47	70
31	47	31	116	58	116	109
173	67	133	146	175	129	110
92	139	86	42	165	146	139
103	54	54	145	103	54	103
74	109	126	34	184	184	110
39	152	181	149	38	16	54
62	124	76	41	176	11	116
79	110	110	79	110	79	41
142	43	82	173	120	88	69
114	69	55	55	114	55	114
65	147	152	190	163	64	53
54	168	168	66	106	138	152
32	141	121	81	81	121	121
116	22	116	145	41	126	121
51	51	184	51	80	184	184
145	65	139	65	145	139	131
169	169	139	166	166	166	169
145	145	15	145	78	15	15
21	94	132	137	38	45	79
155	87	87	155	155	136	87
44	44	138	44	138	24	138
61	141	178	13	130	178	13
30	43	55	31	55	11	147
183	32	78	89	54	182	78
155	30	40	30	132	40	132
67	67	44	85	85	67	85
44	28	28	44	33	63	33
127	34	13	19	118	14	29
87	25	171	53	85	31	26
129	129	100	157	129	47	47
151	60	151	22	22	105	60
75	93	75	70	29	29	70
83	89	89	83	83	89	64
182	96	68	182	182	96	96
164	136	88	104	37	39	37
96	133	144	19	144	96	144
30	149	132	149	149	132	132
145	179	145	51	51	145	51
16	68	150	14	86	164	16
103	101	44	181	28	28	29
77	138	168	168	168	77	77
21	21	19	76	76	76	21
101	101	55	55	101	159	55
19	98	98	98	24	24	24
100	88	77	83	83	46	43
65	71	35	35	84	182	94
150	150	150	139	139	54	139
155	155	28	28	155	36	67
72	46	167	48	46	108	158
136	100	133	22	136	150	136
86	28	28	62	40	62	86
126	30	25	25	126	30	23
117	111	117	111	124	124	152
83	131	79	17	13	83	152
135	87	85	33	87	72	175
78	182	109	150	116	46	25
147	86	147	45	86	86	147
104	29	133	38	104	29	38
84	151	151	76	151	76	76
30	12	12	36	164	164	12
107	161	73	67	183	73	152
56	102	87	72	48	87	178
86	121	37	106	32	184	146
10	148	38	10	148	10	148
100	124	100	37	124	100	124
104	104	85	164	164	101	101
74	135	74	12	74	12	12
161	37	11	129	138	108	142
131	79	43	131	131	79	79
61	16	108	31	32	149	127
121	88	40	121	88	88	121
24	189	139	139	189	139	189
43	48	43	48	173	173	64
106	106	59	81	81	106	81
51	25	21	51	25	51	25
161	28	188	161	161	188	188
40	134	99	40	99	99	40
51	120	51	138	51	138	138
120	123	159	120	105	105	105
54	178	170	170	122	178	122
117	111	106	117	66	106	106
151	151	93	141	151	93	93
157	157	147	157	147	147	113
65	167	65	167	65	167	125
44	44	53	53	78	8	44
96	65	65	96	143	96	65
141	8	71	71	141	141	21
40	60	184	106	20	172	83
75	19	75	75	19	19	42
58	111	111	15	111	6	6
22	22	142	142	142	175	22
56	54	120	56	56	120	120
109	75	128	118	28	145	24
86	65	65	86	86	14	65
93	74	67	67	119	119	74
23	147	23	23	110	110	110
128	96	61	96	61	61	96
144	148	103	69	61	74	148
140	51	82	75	75	159	127
95	174	56	23	173	140	174
30	155	118	109	145	118	190
77	119	80	77	177	177	80
176	116	176	153	116	23	153
35	133	133	133	35	133	177
43	43	127	118	118	59	118
83	83	83	163	107	107	167
55	97	56	109	35	97	21
30	176	135	176	128	135	128
90	90	60	60	165	73	73
58	175	24	83	58	177	91
91	156	123	156	91	117	123
90	60	141	110	24	141	141
137	137	34	34	63	137	34
68	16	68	183	183	68	183
74	61	61	74	74	61	181
95	75	156	75	156	119	95
21	126	63	153	28	28	74
131	21	131	163	21	21	131
140	126	126	97	126	97	97
49	49	118	13	25	145	83
116	116	55	161	161	116	161
29	108	167	65	78	142	142
163	71	181	133	88	71	168
47	166	47	168	47	166	166
122	112	71	183	126	84	32
190	71	18	110	107	63	152
17	120	143	87	19	132	80
147	148	147	148	61	101	147
85	85	160	160	85	180	160
176	25	44	42	57	147	147
142	38	129	129	18	102	153
92	184	151	46	129	131	161
158	82	162	20	19	37	20
178	24	164	150	150	155	171
166	138	141	141	138	138	141
14	161	63	23	43	53	43
104	112	78	98	54	170	54
131	111	52	110	52	111	110
190	190	71	93	146	188	179
81	151	51	118	81	119	55
82	120	76	150	135	13	177
116	63	120	120	63	116	168
142	142	151	81	156	142	151
149	37	15	109	99	120	55
176	43	43	176	43	138	176
168	31	31	168	31	154	168
42	42	67	59	42	59	81
26	26	25	122	60	60	60
101	182	94	101	38	132	14
172	135	135	106	79	114	66
92	26	62	139	65	143	169
157	159	85	159	159	85	85
68	104	178	96	168	178	83
92	88	92	58	58	44	44
177	16	124	16	124	124	16
77	88	77	149	149	88	81
92	115	150	128	29	142	115
101	26	166	11	170	82	14
41	116	111	111	111	116	116
176	178	103	135	69	131	69
115	115	44	115	115	115	115
100	27	145	117	177	164	145
27	95	109	143	92	133	60
20	150	19	20	20	150	150
165	32	165	161	32	79	79
52	52	52	76	109	109	109
35	142	35	142	35	147	142
65	88	87	65	120	119	59
87	69	79	171	150	156	150
109	117	170	78	117	78	109
18	67	189	189	67	189	67
68	40	94	40	94	26	40
118	118	126	166	20	20	126
130	130	14	6	130	108	108
124	43	124	124	43	43	79
123	44	25	12	12	177	12
51	91	51	51	91	91	59
26	180	65	63	42	14	42
37	37	44	161	161	129	44
165	73	51	73	138	72	59
158	122	122	56	56	122	56
178	106	106	170	174	50	102
47	21	60	47	60	60	47
77	129	40	169	102	88	169
125	151	151	94	94	151	36
40	67	40	52	67	40	67
66	165	23	145	104	18	18
18	160	168	168	168	18	18
135	116	189	116	189	116	189
171	145	16	41	49	171	160
107	118	174	80	174	80	107
134	104	61	118	19	20	161
136	107	98	107	98	98	107
153	92	180	92	77	123	33
136	136	80	80	174	136	80
172	31	22	97	187	116	161
188	35	111	166	11	111	171
14	137	137	137	142	14	14
73	114	38	101	143	69	114
113	105	105	54	35	54	54
141	45	45	27	141	140	27
17	17	17	54	54	54	34
46	63	125	63	179	141	46
60	60	136	62	146	170	49
86	68	65	97	133	137	63
35	154	35	35	154	154	23
166	32	16	31	187	166	119
53	135	53	180	19	54	157
34	34	48	22	148	22	48
53	108	52	137	102	140	52
139	89	89	115	13	13	13
138	72	72	138	138	11	72
168	161	161	161	73	124	73
85	143	85	44	143	85	143
29	29	79	79	29	146	79
5	51	147	5	102	147	5
132	16	16	16	52	16	52
40	66	157	136	22	22	93
91	153	138	127	187	127	128
87	92	121	121	92	92	121
87	153	154	98	55	153	37
28	13	73	73	73	13	12
81	163	126	81	163	163	163
42	19	98	42	19	19	42
128	104	85	128	128	104	104
36	171	84	148	84	106	91
102	64	181	171	75	24	171
23	111	98	17	158	87	144
29	182	29	29	67	182	182
130	130	169	27	169	56	56
56	146	182	56	146	146	56
134	156	127	119	127	111	133
158	173	48	158	173	158	173
124	170	111	142	113	113	76
181	172	172	136	28	84	58
116	166	116	166	61	20	20
69	184	85	29	73	69	89
97	160	102	59	22	163	38
125	56	56	92	178	178	125
99	51	154	10	23	55	51
165	124	47	47	165	124	71
138	179	55	72	55	72	138
29	83	41	91	172	178	189
49	59	119	63	98	59	106
12	170	43	175	18	14	175
144	171	68	110	20	171	76
135	147	149	173	147	135	149
176	36	116	116	36	96	96
59	114	157	15	157	156	94
150	25	100	25	47	100	25
129	144	111	144	164	129	164
157	104	157	104	104	169	157
145	145	140	188	140	145	140
97	138	97	99	138	138	97
156	31	69	134	144	162	51
150	123	168	59	158	158	47
94	94	45	45	86	94	45
14	118	47	127	184	32	168
42	66	106	42	42	66	66
147	102	139	177	96	67	82
70	40	94	70	31	35	49
91	64	41	91	64	138	138
62	114	62	114	84	24	84
49	59	161	59	65	172	111
154	114	41	114	150	41	154
27	120	133	100	76	122	27
25	25	54	176	25	54	54
61	126	188	178	111	79	168
78	91	13	101	129	134	78
41	144	144	115	41	41	144
100	162	100	162	148	134	162
69	69	88	86	88	69	88
173	153	54	53	53	174	139
92	104	74	74	104	148	74
84	174	44	12	174	177	141
46	46	153	12	153	46	153
75	24	75	175	86	24	175
155	102	70	55	173	146	174
78	48	133	78	46	48	133
138	142	97	138	142	142	138
74	94	87	120	97	21	98
38	165	163	86	96	167	167
180	120	177	120	177	164	164
34	127	34	71	16	174	137
89	28	46	28	44	46	89
26	26	163	26	18	163	163
14	135	72	154	171	72	187
124	39	180	29	141	141	38
174	124	108	174	108	108	174
16	158	158	85	16	85	100
49	31	38	49	68	34	169
150	37	171	91	30	171	146
85	142	142	45	45	142	45
93	19	33	93	19	70	70
87	127	87	87	127	32	127
36	36	46	36	46	130	46
120	165	76	35	35	44	40
57	57	31	57	31	31	74
145	117	117	117	110	110	110
23	167	94	143	23	23	94
119	119	104	89	119	74	74
154	80	55	16	49	186	138
62	62	188	62	188	34	188
118	77	140	118	77	140	106
171	149	19	78	16	87	16
89	159	115	144	34	100	132
69	96	82	69	49	11	92
79	186	186	79	79	186	60
103	182	182	103	103	182	98
148	182	76	161	117	144	53
98	140	57	66	111	70	111
16	144	190	144	108	70	109
19	185	72	64	38	38	58
34	44	44	34	51	44	34
23	111	23	23	141	111	111
35	14	35	14	35	14	27
41	79	41	54	76	158	123
99	78	166	173	97	50	166
41	89	41	103	41	89	89
134	75	167	113	168	168	179
154	130	130	66	66	130	66
185	144	22	86	14	14	63
28	72	169	159	159	169	28
68	19	144	68	144	108	19
18	22	27	18	32	29	74
124	108	139	181	30	158	108
84	73	120	73	120	64	84
154	72	62	184	42	76	80
162	63	116	133	118	49	63
117	164	110	150	159	37	116
8	130	66	130	8	99	130
16	188	16	126	188	16	188
147	56	189	122	55	130	132
165	170	165	170	170	165	124
17	183	93	57	172	20	20
128	68	35	35	34	34	34
67	8	67	89	89	89	114
81	30	108	114	30	114	30
82	82	82	91	139	139	139
158	57	57	57	136	136	136
139	139	117	60	113	106	108
121	48	164	48	164	133	133
66	66	10	10	66	10	54
187	37	90	114	114	104	86
65	76	76	65	65	76	120
38	42	69	128	42	38	128
52	81	150	104	167	12	167
55	102	138	67	102	190	70
139	127	53	53	139	63	63
53	75	146	144	53	75	144
169	118	159	91	118	169	159
167	167	62	59	50	59	62
135	33	94	33	135	135	33
94	173	36	94	36	94	36
85	60	80	165	94	165	72
149	149	53	110	110	110	160
34	81	81	146	146	146	81
139	159	159	49	84	126	117
151	153	143	62	95	95	38
157	42	77	61	105	32	15
160	112	101	167	36	101	62
106	163	163	106	163	106	169
157	47	128	143	190	73	160
165	59	165	60	148	86	148
64	170	100	84	84	64	100
139	103	103	77	104	104	139
184	175	108	117	66	157	66
32	104	14	152	40	137	151
147	69	69	95	69	95	95
19	83	120	83	153	153	153
157	115	115	170	69	170	157
72	59	166	91	127	141	27
106	14	106	30	14	106	90
43	39	43	39	39	43	26
148	26	18	129	122	26	70
29	161	128	106	53	27	161
91	91	91	53	20	20	20
183	40	42	67	176	159	183
52	129	52	129	163	38	38
133	158	131	100	100	13	163
20	168	168	145	83	83	20
37	73	132	146	148	104	123
173	169	106	81	87	81	37
65	119	90	116	69	141	65
146	188	146	146	188	188	16
75	12	163	136	72	65	25
66	66	150	150	132	66	150
145	145	41	61	41	59	59
61	88	61	64	46	177	12
181	21	181	181	21	71	21
78	35	70	162	129	35	94
148	148	123	136	29	133	15
30	179	147	158	117	15	25
126	151	157	10	110	47	11
123	78	79	123	79	78	55
118	142	134	172	49	94	164
159	122	112	9	122	159	122
59	59	37	59	37	37	180
24	62	111	111	24	62	177
104	36	104	104	132	132	132
129	103	129	24	24	129	24
24	93	164	177	12	85	172
188	56	28	52	73	110	188
164	80	119	119	80	119	80
188	188	69	29	188	29	29
124	124	155	75	19	155	155
99	158	36	65	183	61	36
61	61	88	176	176	88	170
25	155	122	115	155	59	17
68	54	68	54	68	54	115
84	31	149	31	179	46	94
99	118	99	118	131	118	99
65	175	109	113	154	30	85
129	25	25	38	38	38	25
70	104	104	44	70	28	44
174	161	158	126	186	126	173
12	29	12	29	29	12	98
81	43	84	179	179	89	55
48	48	54	153	48	156	156
127	118	92	158	168	183	92
113	170	113	113	146	170	170
118	61	116	182	118	19	116
109	174	43	160	100	47	91
44	144	66	157	169	66	138
71	32	30	32	30	29	71
82	163	168	82	168	82	168
23	11	59	57	59	11	59
82	174	174	174	142	135	76
150	189	21	148	162	150	11
55	55	24	173	159	173	24
36	56	36	18	36	56	56
88	159	15	74	41	32	41
28	28	64	28	138	64	64
150	73	70	184	157	170	143
16	74	74	16	16	74	51
91	190	23	190	118	29	19
67	67	67	178	171	171	171
37	87	103	91	95	85	14
56	96	46	190	53	22	53
131	77	156	77	131	77	131
41	38	144	58	144	13	184
184	184	160	184	27	27	27
87	10	59	96	149	123	100
145	185	130	66	28	156	28
161	67	162	142	67	142	162
122	167	167	152	152	152	167
141	103	13	147	63	40	50
90	39	39	90	148	131	131
145	63	99	85	184	18	184
45	13	13	96	29	13	96
55	176	178	44	176	187	113
49	90	20	90	90	20	20
128	127	166	148	127	79	85
19	59	44	176	113	120	113
50	50	162	24	162	171	24
179	81	123	81	179	179	81
42	20	42	42	85	111	20
167	74	135	167	76	89	49
18	18	18	165	165	122	165
172	147	74	119	101	138	138
143	28	147	63	147	157	87
73	169	165	13	13	39	48
105	134	67	85	18	177	57
63	140	63	124	140	140	63
60	185	61	24	22	33	33
59	116	59	116	59	116	138
166	120	179	129	153	129	41
20	59	99	111	96	59	93
142	155	142	142	143	143	143
56	102	102	102	92	56	56
28	171	79	79	171	33	28
53	174	115	16	111	111	128
128	101	57	13	46	140	64
26	76	76	175	76	175	175
146	146	49	48	189	97	83
97	59	97	97	15	59	59
85	51	107	48	85	77	96
78	28	97	25	62	98	24
106	136	136	35	35	45	106
167	113	133	91	157	17	53
100	50	42	42	50	42	50
156	132	132	39	39	156	25
22	22	22	71	71	133	115
141	91	75	75	141	75	141
147	147	77	154	77	147	77
66	81	66	132	132	66	124
116	73	73	116	150	116	73
59	103	77	59	73	111	76
117	105	105	134	117	48	17
58	58	189	138	189	123	149
20	24	20	20	18	24	24
144	144	112	112	144	112	81
12	12	25	130	91	174	172
94	94	114	95	74	186	187
31	112	126	112	129	126	112
133	137	186	52	89	137	159
163	165	11	163	11	80	163
95	126	95	126	132	95	126
73	127	127	16	16	127	16
43	39	10	78	119	51	161
187	25	20	187	25	187	25
118	46	173	118	46	46	118
44	167	107	167	44	167	44
44	155	90	56	132	137	90
124	124	130	18	56	124	130
84	101	69	90	28	11	90
85	85	63	137	63	85	63
44	44	44	85	140	70	140
59	181	107	126	84	27	22
128	115	181	115	49	128	102
117	24	52	117	30	187	64
32	177	106	144	141	125	33
11	23	133	147	113	51	51
77	77	77	165	165	87	165
30	187	104	151	93	165	30
174	138	40	21	41	135	163
151	184	135	76	184	61	37
135	68	68	43	43	43	136
56	56	109	67	109	56	109
39	103	76	111	153	171	103
39	49	173	37	23	135	49
36	69	62	179	44	62	70
41	42	43	104	165	126	148
179	179	94	179	94	44	44
44	52	52	52	52	44	44
104	22	108	82	152	165	152
179	54	35	144	81	179	166
84	53	187	101	176	154	132
119	144	159	159	43	153	66
128	107	107	128	128	107	107
35	35	46	18	18	35	18
56	103	76	86	128	56	38
92	98	154	175	180	122	45
137	32	159	32	159	159	32
122	26	41	47	123	130	130
74	91	133	72	160	163	74
41	90	17	146	131	28	28
59	31	59	21	20	180	78
6	118	108	7	6	6	7
15	15	128	15	128	190	128
171	161	133	138	171	181	112
123	97	123	6	97	97	133
109	125	109	125	125	75	109
56	146	135	20	31	76	20
115	115	18	18	63	18	115
46	46	120	39	46	120	120
109	93	39	186	93	158	125
107	107	120	81	120	120	107
135	101	123	135	93	133	176
167	108	135	167	99	99	108
94	96	79	94	121	96	94
38	127	127	38	127	127	38
147	147	45	147	45	89	45
169	144	156	175	46	46	37
38	38	159	9	38	24	159
159	159	29	29	16	16	161
111	34	120	111	34	111	34
66	100	170	66	125	66	170
11	41	11	41	21	41	29
11	11	74	74	22	11	74
159	110	110	151	159	110	159
25	92	122	92	44	122	92
185	23	44	118	178	61	158
57	57	57	87	87	87	55
166	115	18	115	168	113	81
164	184	133	127	160	182	160
133	68	18	189	120	37	67
13	31	54	108	177	13	94
131	182	131	182	182	47	131
171	159	159	132	118	51	62
15	81	81	15	96	15	65
165	28	32	28	32	32	28
34	87	34	178	178	34	178
94	80	36	144	133	177	144
70	53	70	70	53	53	45
16	148	181	67	95	190	64
112	133	32	32	112	112	32
102	136	125	102	117	102	125
31	38	106	90	179	152	179
118	118	22	22	114	22	118
25	116	25	41	41	116	28
12	94	112	122	183	184	102
131	25	131	25	53	153	153
40	134	51	49	141	92	141
147	150	150	83	150	83	83
183	35	183	35	35	126	183
84	106	71	71	106	84	117
48	28	80	80	80	28	28
141	134	134	141	141	134	134
169	12	132	12	132	48	132
136	47	97	97	47	47	97
124	89	124	124	88	88	88
85	117	32	117	38	96	49
63	107	34	138	94	79	107
12	120	78	78	12	78	12
28	167	167	78	78	78	83
121	144	185	167	125	142	90
177	180	188	180	187	103	174
184	54	54	132	112	181	49
121	36	53	42	43	107	186
107	171	117	97	107	42	74
159	107	159	159	188	107	107
168	48	138	52	116	116	48
188	188	142	129	129	188	129
63	174	26	50	50	63	26
176	125	30	129	93	64	30
106	100	95	106	106	106	100
83	78	161	145	95	187	187
74	28	65	141	65	74	28
74	74	80	80	84	95	84
181	181	166	73	73	73	181
145	87	169	153	81	49	120
72	167	58	164	131	131	140
71	164	108	69	69	164	108
131	82	166	21	95	117	73
181	112	117	163	139	92	117
139	100	100	101	101	101	63
109	14	23	38	118	12	118
34	110	23	36	40	148	148
72	162	18	138	138	18	72
61	128	61	128	54	75	128
62	28	28	163	62	28	62
49	101	112	101	101	46	112
36	80	127	81	108	74	74
133	52	92	176	178	66	66
123	107	101	123	123	155	101
134	104	134	76	80	76	104
68	14	14	139	68	14	169
44	187	93	93	126	59	57
182	80	136	180	88	150	45
76	24	184	24	185	124	121
178	97	158	140	13	105	83
186	109	109	135	129	75	149
68	14	14	68	21	68	14
62	27	57	27	27	62	62
181	37	165	105	100	140	78
141	134	77	88	77	134	141
64	38	140	172	127	12	136
99	183	13	13	99	13	99
128	71	178	12	111	153	55
29	163	29	29	121	121	121
55	115	55	80	47	115	47
117	162	162	162	117	107	117
177	46	145	36	36	15	73
190	125	74	30	190	24	88
40	138	40	76	76	40	76
83	12	177	48	108	48	48
41	116	113	116	40	11	101
184	82	82	82	184	65	184
86	168	62	67	168	71	189
102	181	124	88	44	141	138
19	183	119	74	119	169	50
171	86	89	86	89	86	89
41	161	70	70	12	74	86
55	55	163	163	72	163	55
140	159	129	56	94	56	165
169	188	94	24	34	94	111
41	89	27	27	41	106	89
77	156	147	77	77	156	49
162	181	181	181	162	162	101
156	49	176	147	176	95	113
52	136	151	52	151	151	52
17	38	38	17	14	17	38
114	149	151	87	34	144	26
107	107	84	159	159	107	159
73	91	37	37	147	181	105
129	93	109	93	109	109	93
105	93	143	55	143	54	135
75	157	75	151	24	78	84
30	39	39	25	30	110	110
153	77	24	142	94	109	186
145	77	77	145	145	77	182
187	187	27	109	27	27	187
167	147	147	134	91	76	128
171	82	131	131	171	171	131
152	97	30	61	131	165	30
45	45	45	188	188	62	188
127	123	127	31	31	127	31
95	24	97	97	97	24	24
19	155	155	122	151	122	155
140	50	72	72	156	37	174
139	11	139	112	25	91	27
108	99	30	127	184	153	53
47	116	47	47	116	116	186
70	24	16	119	16	177	178
126	39	31	175	13	178	28
70	169	190	105	96	131	11
61	172	172	81	61	172	61
181	181	92	61	61	181	61
42	41	154	41	109	109	42
174	107	175	175	107	151	174
141	169	84	110	29	174	174
84	154	154	15	150	150	46
134	146	134	134	146	146	29
81	99	99	118	114	118	99
122	85	85	85	25	25	25
129	98	14	82	39	37	136
101	120	120	120	120	120	120
110	127	127	111	110	93	93
180	169	180	174	169	25	25
136	148	123	51	51	123	136
168	86	168	86	117	86	168
49	81	150	150	49	150	49
155	139	139	155	60	155	139
81	81	89	147	12	114	144
108	50	50	83	50	108	161
171	157	155	20	108	61	132
117	190	152	88	18	25	88
18	186	144	181	18	180	157
160	160	176	68	103	16	167
142	18	18	73	73	15	142
102	79	60	102	60	79	112
147	28	83	70	88	66	179
97	149	51	113	149	163	65
31	57	153	31	153	31	153
105	153	60	86	167	169	28
69	188	69	33	188	188	69
165	119	165	100	100	100	165
187	187	121	121	93	187	121
152	119	156	71	156	50	28
36	29	29	36	164	49	164
169	23	26	50	159	155	169
45	147	147	45	39	45	147
144	135	135	144	135	110	144
93	93	148	162	131	148	148
113	80	41	124	92	151	124
164	164	164	67	187	187	187
95	117	44	44	95	95	44
95	39	36	36	95	36	95
136	148	123	132	148	123	148
20	44	20	68	44	44	20
190	190	190	175	175	175	133
98	124	118	118	98	118	72
71	185	62	20	71	39	42
40	178	58	178	81	81	58
113	43	146	146	43	43	146
179	77	87	113	113	144	165
98	65	126	132	98	65	65
101	31	134	32	58	111	156
112	140	55	140	55	112	55
27	148	60	60	27	148	60
58	58	58	55	55	82	24
37	37	26	26	26	168	37
56	23	96	56	65	127	118
90	167	167	188	138	17	49
111	132	75	150	111	132	150
58	122	92	149	18	54	85
186	90	75	186	90	90	186
134	72	19	19	135	134	19
87	78	32	78	32	32	78
96	31	93	31	66	66	96
184	54	54	184	184	54	171
128	128	87	128	87	39	87
177	57	124	180	56	76	108
50	84	22	16	65	169	190
87	21	134	134	134	87	87
92	134	134	123	123	134	123
48	48	48	55	103	103	103
16	5	43	5	16	36	16
22	188	22	188	181	22	188
122	100	100	124	124	124	100
18	172	41	41	172	41	172
46	49	35	140	37	27	92
167	16	170	16	170	159	170
151	33	144	137	38	144	167
97	83	83	97	97	83	148
149	79	149	65	149	65	65
40	49	111	129	40	98	112
64	128	182	35	34	10	39
23	166	12	103	86	23	141
78	50	21	66	156	147	63
95	78	20	78	78	95	95
110	110	20	110	20	20	181
175	147	175	38	175	38	38
120	106	124	106	78	106	78
26	175	50	131	77	180	131
163	163	85	85	85	186	163
19	29	119	17	85	32	175
169	113	97	113	82	65	89
173	154	96	59	161	54	154
153	173	173	153	153	40	173
134	94	134	160	94	94	117
81	24	103	103	24	24	169
164	11	120	51	94	52	78
165	89	165	165	134	89	89
93	116	116	94	116	48	93
126	63	124	77	71	10	126
10	10	132	10	149	149	149
185	122	19	48	51	65	19
12	50	74	188	56	70	33
132	132	152	154	152	154	117
